H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,R62945,X70070,U05040,U33429,T60778,X04011,L12350,R06749,U24105,T57468,M55422,M64110,U14577,K03474,T49204,D00760,H20856,R98410,H62854,T89666,D38551,U12140,M63239,D14689,M67454,T64128,R76825,U15212,X67699,R70790,L11706,T90549,D17390,M33210,H18490,H40891,R77780,T49647,Class
6870.3223,4751.761,4102.345,3182.0037,3193.6594,7264.9927,3777.5024,2669.4326,4191.89,4698.538,1019.0062,2190.1077,1816.495,2953.2976,1865.2988,4524.5293,3225.5862,923.4,2622.0725,3851.5076,3926.7725,4547.205,4155.9487,2961.5325,1889.2562,5670.2974,902.76666,1582.6412,2838.525,3715.7725,3990.585,1357.1625,4387.9863,2104.5188,1265.7612,2963.33,2857.98,1910.615,1941.043,1941.043,1941.043,1941.043,2072.7888,1728.5112,1872.6202,2057.2476,1140.3688,1023.5813,1831.8325,2587.573,74.28452,81.4775,26.39875,37.64,26.95,75.63333,29.6575,165.205,156.6525,73.13375,64.72125,47.57875,197.62875,98.055,65.01375,48.408333,162.53,30.34625,107.68875,47.88125,283.80374,230.31125,93.08691,60.20714,73.54625,693.6472,265.2225,30.40375,105.2625,278.17,40.605263,39.25875,87.3,72.0825,65.335,80.80395,77.75893,42.5775,101.22125,146.975,309.90594,35.1825,153.17375,66.53125,149.9775,65.96191,47.685,101.89875,64.73375,34.24875,Normal
11605.972,8278.918,7316.104,3602.3518,8093.875,6572.75,4314.9814,5917.0264,7675.28,5028.7344,5096.509,4224.231,2309.1611,7860.9287,7190.9966,4295.821,8875.92,2813.41,2933.33,3462.9563,6774.865,10781.306,6473.4873,4618.1035,4620.1377,12061.6,2516.7024,6943.249,3135.0325,6089.8975,7018.5327,1814.3375,6491.285,2700.7524,1617.015,4989.661,6190.576,2229.6562,3442.1038,3442.1038,3442.1038,3442.1038,6315.5464,3493.485,1725.2188,3873.9724,6325.5913,1439.55,1549.795,3193.0637,118.15238,127.58125,86.525,61.835,35.3175,166.43832,29.24875,277.74875,329.37875,238.36874,169.66376,129.08624,1201.3888,71.805,155.03,34.92738,154.88625,57.8175,51.275,47.2975,566.7537,428.26624,112.68571,121.1881,50.095,368.1889,239.65375,245.76375,100.4475,317.36374,81.84869,58.21,188.95,102.8825,67.08125,66.50131,42.425,126.90125,92.53125,190.83125,209.34525,105.1975,902.5725,128.015,203.285,176.21906,66.79875,151.59375,113.5375,65.545,Abnormal
7666.675,6409.739,6489.864,2451.118,4176.212,4654.6357,2321.5225,3520.3162,4477.451,7184.0713,2831.0913,2849.5923,1539.0225,3242.0425,3491.619,2595.5376,3740.6638,2738.0188,1440.5425,2716.055,3054.1611,7008.135,4304.8677,5379.28,2958.4187,6046.313,1717.2738,2585.6538,2186.6274,2565.065,2956.5237,2365.4536,4711.905,1991.8162,1281.0162,2707.2788,2857.015,1508.505,2158.5405,2158.5405,2158.5405,2158.5405,2967.485,4468.5225,1293.3219,1742.0588,2699.62,951.365,2492.7761,2774.2832,34.45476,225.64,36.6025,81.75625,8.84875,70.15833,37.53,100.54625,95.3375,95.475,81.32875,43.6625,101.39875,51.4175,50.815,24.985714,291.77124,64.48375,75.81125,21.735,592.2438,318.9575,35.80357,145.54643,47.48625,130.13889,128.42375,34.47375,128.88374,207.985,49.728947,31.7375,31.602777,42.96,27.1125,73.719734,58.1375,284.66,75.21,333.74,109.1869,32.20375,601.8475,117.00375,62.32,167.30833,13.2675,52.0925,47.7175,30.42,Abnormal
4177.2837,4984.0977,4585.899,3165.1555,3051.5571,3404.4,2389.89,3228.6475,2292.2087,4501.6704,3206.4988,2421.4768,1859.28,5320.0938,3043.6892,5520.967,3162.4536,3021.4026,1425.25,1455.4225,1433.8137,4249.485,1514.38,4041.1975,2153.756,4263.9,1380.1119,2961.5212,1499.6086,3483.9924,1976.9088,2675.0938,3628.4824,2835.3674,569.32,741.6238,2368.1938,2018.5713,2997.398,2997.398,2997.398,2997.398,1994.06,5478.411,1580.6733,730.0087,2561.3962,1030.5063,2149.5486,1729.1255,48.270237,388.3025,146.05125,18.7825,66.09125,22.466667,54.9075,90.18,272.54874,77.93375,131.01375,35.545,46.125,56.9175,22.03875,83.62619,2002.7738,72.36625,92.76125,55.38375,562.405,196.32625,64.89881,363.1357,76.1525,129.59167,183.7975,98.985,127.755,111.41875,215.91447,112.13,172.45557,63.5525,138.0025,70.142105,137.1375,491.48624,84.23,217.2575,255.73929,87.1575,315.3125,183.1725,121.87875,158.33214,26.8375,56.6425,54.8325,55.5,Normal
5777.174,3387.8933,2413.6526,2843.2625,1467.0393,1928.775,2793.6138,1844.9625,3297.4011,3073.1333,2266.2063,1747.127,2105.7363,1895.8125,938.95953,3531.579,2499.9824,1808.725,1879.2087,2005.3412,2140.16,3340.21,1673.5062,1900.075,1338.6094,3509.094,1075.8214,3174.8337,984.3775,2280.18,1155.8613,1180.19,1575.6825,1229.3662,889.70874,1435.22,1635.4838,720.6875,1601.8868,1601.8868,1601.8868,1601.8868,1360.9637,2504.1763,1747.5391,1421.0112,651.3575,992.5737,1006.4788,1633.7502,21.62381,377.79626,53.05875,17.905,19.9925,22.368334,35.34375,32.42,122.54,146.98375,92.9925,67.79875,80.6825,56.46875,40.31625,82.91071,444.39374,117.72875,576.2512,34.70875,278.4825,196.48125,53.75476,201.59286,70.94375,1174.8917,92.805,70.16375,134.96375,190.94,61.814472,25.64875,23.0375,47.17125,52.03,91.79211,29.530357,224.2325,58.55125,5.96,145.28929,94.32875,197.69376,111.53875,129.14874,402.89285,79.37625,182.065,28.12,5.81625,Normal
4527.004,2912.307,2124.9888,2609.05,2077.968,2888.5642,2661.26,1842.1538,995.79,2460.3333,2475.54,1496.0404,2282.8474,3760.6826,2101.5298,2825.1582,2603.859,1989.2988,1517.4625,1902.4188,1319.4163,3727.3088,1412.155,1683.8163,1305.6969,2187.0452,901.6107,3017.2,1450.425,2553.1238,1626.7412,1533.6226,1818.0688,1307.7588,461.22125,701.135,1752.6825,672.5175,2453.6443,2453.6443,2453.6443,2453.6443,1450.8813,1515.1587,1457.2797,552.54877,1843.47,1201.8289,1396.6013,1192.9579,17.827381,300.90125,65.4925,6.47125,8.33375,69.20333,42.345,58.62,70.54375,68.30875,69.33625,20.4575,68.31,89.99625,27.51,114.92143,815.1163,66.61875,117.59375,44.18,251.06125,81.56125,27.35357,425.2143,64.92,130.61945,117.69625,55.05625,52.445,90.09125,52.05,28.065,36.40278,34.745,34.8325,61.073685,35.967857,256.13626,39.205,47.93625,152.85,88.99625,203.76,114.48875,113.5225,182.23334,28.88375,79.8975,29.32875,41.43625,Abnormal
4653.2373,6251.5566,4947.1226,3763.5464,2737.1606,2792.532,2005.7125,2201.1775,2919.9187,4304.52,3431.5662,2122.3596,2822.3962,3008.3174,1941.9905,2817.8042,2185.6562,1898.2925,1456.71,2051.3826,2400.5862,2481.8926,2075.609,3912.4412,1843.0906,3177.3286,1108.1143,3163.755,1501.2162,2256.8926,1743.5737,1964.0837,4127.279,2214.14,1004.5112,1243.3875,1786.6825,1781.7,1827.8485,1827.8485,1827.8485,1827.8485,1314.36,5019.879,1125.3,678.5125,793.04626,658.90375,1828.965,1149.3347,11.085714,613.9625,152.135,116.42,41.49625,6.4583335,6.4475,40.3025,122.23625,54.86375,64.57125,29.665,45.565,44.44125,38.5475,36.57738,1436.6688,61.97875,353.81,6.295,457.5425,201.48625,52.09881,147.2131,54.0025,95.56944,85.465,7.435,51.23,212.515,28.327633,52.6175,63.615276,8.17625,21.21625,36.74605,26.421429,83.34875,22.17375,45.7125,270.9357,28.98,530.16876,264.92,79.34125,640.05835,7.02625,94.535,56.835,31.35,Abnormal
4972.166,4173.918,3668.5337,1567.5554,1570.4406,3466.8108,2106.4988,1535.7574,1887.6212,3519.6,1398.4675,1291.8173,886.01874,937.2375,1876.1274,1591.5958,1435.05,848.9675,1235.0511,1651.6038,2728.3325,1587.9539,2231.07,2202.5989,1186.0438,2564.9346,772.20953,1205.9475,2035.7137,824.305,1470.9713,1325.2125,3051.5288,973.625,781.6775,1907.5413,1263.22,685.9825,850.0457,850.0457,850.0457,850.0457,1390.49,1906.195,560.6375,1116.6925,1780.7438,449.1325,778.33,1071.3666,24.125,249.2,70.295,60.07375,13.93375,22.55,10.44125,32.77125,185.2825,107.1975,22.98125,54.58625,53.29875,39.96625,6.36125,6.330952,254.29875,25.92625,41.85,18.3475,300.8375,244.46875,6.259524,48.404762,33.72125,238.125,49.88625,7.19875,112.80875,93.94125,30.639475,19.63625,119.24722,17.48875,16.70625,34.435528,12.592857,206.95,25.29375,145.59875,70.667854,6.4475,156.445,93.95,86.90875,95.442856,31.1875,57.1525,13.96,10.5475,Abnormal
9112.372,6824.4863,5982.846,3147.043,4847.308,11222.682,6333.4727,4299.5024,4644.4424,5888.5464,6527.65,3105.425,2482.5662,3450.61,5076.664,4989.6875,6692.5986,3717.11,3561.9775,3590.9976,5292.136,4991.01,4514.9385,3117.7375,3144.9407,9123.46,1915.194,4192.3726,6196.5015,1917.3475,5432.175,1317.71,5229.73,2086.785,1820.9188,4538.2573,2897.3462,1677.315,2050.131,2050.131,2050.131,2050.131,3111.0837,2502.7725,1088.4406,2278.0725,5060.0386,1713.915,1714.5538,3649.7134,94.30476,247.45375,65.94625,269.24,43.675,21.473333,49.805,79.85375,127.11375,101.96875,111.195,6.41625,104.71125,127.89625,65.1675,30.560715,187.465,41.79625,584.8625,39.985,450.03625,298.86874,48.05357,144.4869,37.4175,331.46667,99.385,80.82375,85.00875,462.375,44.38684,49.2625,135.05,54.33875,17.65625,57.58421,19.123215,130.3725,28.6,192.66875,129.40475,35.87875,342.65,84.75125,60.27375,143.87738,8.99625,106.87875,23.2025,32.16625,Abnormal
6730.625,3472.125,2559.4624,2624.6892,1596.2179,4372.789,3798.5261,1026.4775,3512.3337,3243.169,995.0475,1272.5135,3456.8562,2715.22,824.8381,4483.5044,1973.8638,1391.8262,2468.22,2214.7876,2291.665,3013.675,2744.1836,3144.625,903.14374,2003.531,649.77026,1983.4489,2078.5774,2058.875,1055.8862,2595.435,2770.4612,2260.736,514.63873,2030.5062,1122.9712,1100.02,2873.6702,2873.6702,2873.6702,2873.6702,844.9263,3401.6638,1963.0297,1382.74,600.8187,1942.0511,2074.2375,1488.149,65.066666,321.61124,77.42125,40.89625,39.865,368.30167,62.98625,111.72625,159.55125,93.41375,64.3125,25.26375,144.66,93.63875,27.52,96.03214,1127.1975,86.50125,139.67125,84.95375,380.40375,166.6425,17.97381,796.02026,74.37625,158.94167,67.8125,30.15125,104.5775,190.0875,130.65395,70.05375,70.495834,33.3375,78.795,99.38421,114.89286,414.85,51.10625,173.73,254.86548,119.9625,111.60375,166.755,130.455,124.25357,96.465,133.52126,93.09875,7.4325,Normal
6234.6226,4005.3,3093.675,3183.0857,1795.3107,3940.8464,2019.85,1406.65,2927.7937,2177.3203,1985.2262,1329.4423,1347.2637,1270.1688,1767.2881,2431.4043,2593.85,1163.0088,1583.59,1996.9637,2816.8462,3279.5288,2897.6262,1767.5074,929.7469,2580.5596,699.0857,1884.115,1575.7463,3717.3425,1995.5488,861.10626,1651.995,1367.3462,731.34375,1768.6613,1332.6038,881.66,1214.9532,1214.9532,1214.9532,1214.9532,1463.0688,1698.7312,1445.9984,1140.9888,1547.2675,619.015,1381.785,1509.0684,26.720238,123.9075,59.09,41.56125,25.14,189.73334,32.61125,44.16625,219.6325,116.775,65.37875,21.7525,100.015,47.72625,68.32125,62.225,159.69875,132.0125,129.57625,8.11875,227.07375,203.35126,39.592857,74.59881,80.23125,373.77222,73.5625,65.615,14.94625,239.21625,86.725,43.85125,155.23193,41.9325,6.06875,111.85132,83.78214,151.4475,48.4775,105.97375,190.7119,85.25875,206.53625,80.44875,104.805,180.94167,68.93375,118.20125,32.6875,23.265,Abnormal
7472.01,3653.934,2728.2163,3494.4805,2404.6655,5791.607,2876.4211,2150.9587,3767.0024,2685.3,3280.8462,1655.3058,2565.43,3764.3638,2919.9,3681.35,3288.5,2148.9275,2331.1226,1993.0112,3532.64,3658.9575,3263.8262,1036.3676,1541.1188,3364.625,934.97736,3162.6438,2912.83,3381.2212,1975.7037,1911.4012,2886.5774,1747.9625,786.16376,2404.915,2080.17,1164.6512,2915.1064,2915.1064,2915.1064,2915.1064,1613.4912,2026.8925,1513.6187,1566.7637,2399.3425,1327.4763,1596.5475,1417.2239,12.213095,372.35,41.35,8.24875,19.88,150.59,40.9875,124.18625,104.94125,78.97875,77.03125,68.37625,135.34375,109.50125,33.0275,57.54762,1123.0463,94.3425,129.8625,46.10625,198.97874,132.05,36.664288,801.29645,45.76125,193.78612,95.51875,72.45875,67.89625,316.35626,61.51184,62.51375,47.15139,34.10875,56.74375,58.303947,70.68393,309.56,78.00375,123.3075,178.94643,63.635,437.6525,178.2725,153.84875,269.4369,67.8625,77.215,49.8625,39.63125,Normal
1449.3075,1710.5837,498.3875,1830.8862,845.54376,1945.3475,813.6075,841.665,429.51126,1115.5413,1388.06,910.3042,611.89,506,389.99643,297.155,449.64624,366.685,2236.7888,758.4107,886.14166,646.8325,738.2583,337.28333,2040.3712,808.76874,527.8212,326.47876,578.2375,359.8225,1049.8962,328.54037,1018.0986,544.5798,485.67374,613.8325,743.4925,519.07874,556.02124,1150.86,379.455,324.38126,492.1025,447.83374,686.67377,468.1889,692.5425,1033.3583,1443.1663,681.8617,36.14125,50.7525,75.14125,31.10875,7.39375,115.42875,63.304764,37.545,47.87,56.20238,113.695,77.47125,114.32976,102.78875,94.454765,64.2075,72.87857,45.789288,82.58125,71.94125,39.75833,69.37875,15.642647,81.11875,34.0225,64.82167,66.71191,28.8,75.0125,13.08875,85.6375,30.39125,163.51375,92.91,28.20625,30.3225,73.88625,85.3875,73.13375,28.015,67.93375,22.79375,42.35,36.61,66.7475,76.575,23.44125,76.68,56.65875,33.103573,Normal
2252.6262,2038.1488,1044.1613,2453.37,1076.21,2232.3862,572.92126,927.44,929.5637,1449.74,3973.0237,941.9292,1333.73,836.6138,1182.106,537.465,1465.86,664.60626,1398.8662,1599.65,1141.6714,826.0637,737.8667,508.27142,1760.055,905.735,488.6225,400.5975,486.82874,517.9975,973.885,489.73077,765.74445,1297.9857,560.135,1035.545,926.8575,505.0675,429.335,2183.21,371.04874,478.75626,410.13876,742.8212,1842.5062,564.9361,242.655,1403.6774,1624.97,753.3933,82.29125,75.0725,108.67875,43.915,17.29625,186.12375,77.10357,92.965,78.1625,91.275,80.99125,65.49375,141.1869,139.79875,78.17143,72.14,144.86548,92.63333,82.81375,32.70375,53.04333,79.12875,88.55735,59.585,32.0525,106.045,56.74405,51.857143,195.8725,130.45876,98.02625,65.9325,191.20876,156.4025,36.02,64.78625,103.125,52.0625,111.175,60.435,165.40375,59.22875,61.7875,35.61,103.30125,99.895,60.3225,90.88,43.2325,61.82262,Abnormal
390.5575,766.3713,209.1925,300.52875,361.45,1000.2162,330.21124,721.145,259.94,1285.7162,1412.805,202.4,338.36124,195.16125,223.18929,801.3862,456.93625,774.6025,9984.599,2008.8,462.43332,202.70876,275.90952,511.44763,361.13,698.585,228.03625,177.58624,222.16875,177.525,753.15375,463.05963,487.65833,260.88095,439.71625,271.8,402.61,409.10376,213.68625,204.27625,257.5525,551.83124,1660.7362,172.88374,154.365,342.97223,180.58376,799.7988,816.7438,436.675,41.83,75.87625,48.0525,18.9425,25.8775,44.26625,38.42619,13.88125,33.11,18.167856,100.80625,7.3225,130.50119,66.2225,18.869047,249.58875,52.41786,7.1988096,104.8975,19.2175,29.071667,31.66125,18.088236,29.7825,17.83,90.778336,153.45952,42.689285,31,44.86625,118.68,35.25,120.205,29.7225,18.62875,12.21625,96.03625,112.45417,26.24625,40.73375,19.42125,6.74625,16.3575,6.6675,57.1275,22.79,43.16125,59.78375,42.2775,35.139286,Abnormal
1629.8013,1526.11,602.1775,1373.0975,391.47626,1455.16,493.1225,792.6937,278.34125,1635.0413,2265.7263,418.93332,483.0525,464.72,259.78928,1241.235,417.27625,373.88,8535.355,1282.7571,672.65594,188.2375,409.96906,632.18097,624.02124,963,448.9,309.39374,372.0775,326.3875,672.1962,458.93076,562.75415,499.2988,489.295,523.5,629.485,558.35876,391.42126,825.5025,278.51,572.1,495.84375,156.8075,475.79376,418.4389,200.77374,1648.6393,1314.5188,570.7683,57.1325,93.13375,106.9925,35.42375,12.52625,86.5175,89.311905,48.28125,50.29875,54.24167,122.44375,37.6275,228.64761,86.15625,56.4,97.71875,110.57262,48.307144,146.645,55.07125,41.361668,21.01125,28.407352,63.99375,21.4675,158.30167,6.9940476,43.058334,120.18875,25.11375,124.9225,57.66625,265.7025,52.46875,12.43625,25.2275,75.77625,100.92917,52.85875,77.955,41.6,8.985,31.185,27.34125,80.3725,60.5025,15.355,83.63125,68.6375,47.759525,Normal
967.105,443.83124,807.2125,1919.0925,875.72125,923.2325,628.8925,549.15375,683.8575,1004.8025,1228.725,625.7167,1269.7388,951.3925,392.02142,750.57623,613.755,686.1213,3118.7876,843.8179,371.1738,609.5675,542.78094,644.225,239.725,381.7875,821.2225,606.83875,660.45874,412.0025,554.6525,484.49808,478.11526,297.75,552.48126,630.47876,348.36874,1037.6375,451.545,296.74124,656.53375,645.9363,290.51126,665.8862,960.845,692.24445,304.5475,520.2441,347.645,401.31833,26.62125,48.25375,52.21,65.02,18.74,33.4425,42.20714,90.1825,27.555,33.90119,28.5225,60.79875,48.841667,61.7925,65.314285,75.14,34.353573,55.811905,45.47125,38.9225,16.896667,58.4975,59.257355,52.5525,69.10625,14.098333,33.761906,14.758333,79.25875,83.905,58.81625,39.19,84.21625,52.395,58.35125,42.2725,87.13875,72.870834,80.595,32.66125,15.08625,77.5225,27.6625,29.865,57.94375,36.5975,68.92,25.3525,50.5275,9.727381,Normal
401.69626,273.04126,814.71875,2009.3525,303.455,515.945,522.3975,485.85626,248.45876,724.7537,1558.4075,435.675,878.4963,554.79,457.16904,1025.5338,761.83124,749.96124,2331.9275,593.27856,382.20477,437.0525,371.88214,946.0476,237.43375,237.39125,363.47125,404.18625,661.6813,405.83374,591.845,300.8019,169.87917,303.3107,607.3638,539.2575,410.805,434.575,324.8325,332.665,311.535,1108.7875,614.7825,298.75125,604.2,558.725,553.7675,221.725,157.7325,188.88,8.04625,39.95125,8.18375,7.40125,28.89625,20.6525,31.170238,38.21125,19.495,23.104761,23.74,58.29625,56.654762,50.17875,64.05357,20.1625,23.969048,84.46072,47.23875,10.8225,27.388332,38.525,50.30588,90.27875,82.02125,59.196667,32.980953,13.480952,142.55125,90.6725,38.99,33.52375,67.115,36.60625,40.5225,24.38125,73.005,90.708336,56.56,18.1275,23.25875,41.52,130.575,18.4725,50.335,13.435,57.1975,27.08625,30.4375,16.164286,Abnormal
713.6175,1642.3887,626.3212,1925.7275,626.9775,1521.37,734.5062,885.46625,591.3975,1158.3763,1030.5138,546.4083,1213.61,547.88,674.53217,789.9775,441.99124,708.6138,1363.11,1070.5428,656.19165,457.9025,511.31787,605.60596,226.95125,365.43625,723.0875,471.53375,290.3475,379.025,1602.06,395.73654,373.1736,513.25476,503.04,847.3475,516.805,1371.3824,509.52875,606.3713,434.15,634.2488,336.2425,665.5825,439.66376,419.8639,396.63376,915.3333,1273.9375,655.19336,34.31,85.12875,68.76125,32.26625,9.50125,43.62,47.340477,33.445,41.30875,9.064285,99.40375,76.30875,129.7631,118.43375,48.925,99.475,66.52143,44.54881,58.1825,62.40625,12.403333,72.06625,51.541176,13.0725,32.9325,117.92833,29.195238,50.90238,92.82125,318.77625,134.575,31.49,76.36125,108.86125,32.035,15.85875,71.9675,95.50833,70.61625,44.94875,39.095,57.82125,50.5775,37.01125,85.1025,78.22125,6.60875,64.47625,65.715,35.264286,Abnormal
491.56,425.93625,1036.6837,2454.4976,374.79626,799.99,660.6788,656.6312,315.12375,761.725,1827.5962,923.00415,1051.6562,979.91,571.8809,2759.986,651.96875,717.9275,1267.7025,500.90356,773.5595,506.095,593.1619,2607.9963,504.60376,371.495,501.62375,727.82874,518.3738,425.56375,963.9288,377.5077,424.9375,315.6238,812.9888,563.2875,644.02374,696.59375,334.03125,330.4375,723.85,2872.8225,3044.335,482.9675,704.3275,441.76944,503.48624,417.1012,600.1188,310.825,21.27375,44.54625,59.635,29.26375,29.48375,30.885,36.102383,65.99,27.49375,39.863094,57.8875,66.69375,89.78095,56.59625,52.385715,37.5175,103.00714,143.21071,56.75625,9.06375,139.645,66,28.119118,132.7275,34.97125,60.033333,17.233334,37.959522,156.44125,116.70125,70.81,53.065,56.1275,89.96625,20.30875,12.485,76.0625,233.38333,112.47625,30.42125,34.06875,34.32875,97.62875,51.9325,63.0525,29.73125,37.09,59.435,54.885,63.596428,Abnormal
1379.86,1962.5275,1307.055,4142.9873,436.95126,1750.97,1322.7,1184.9125,318.385,3161.7424,1685.795,645.2833,1659.71,1561.77,1264.5012,2350.53,2497.0789,2661.7812,1595.5875,407.58215,1128.8119,299.39874,335.73096,1426.857,680.8975,722.15,1428.1138,1026.0175,622.1863,808.73376,1985.4988,637.7981,506.25833,1136.7583,566.4375,1047.89,484.73624,3490.59,1693.5962,2006.565,1854.9,1354.935,355.335,265.5475,581.9338,1046.6444,1879.1711,2444.4011,1109.9325,835.155,55.7375,115.3775,45.48875,109.13125,17.42,69.67125,77.07262,140.19376,79.6625,80.71072,82.0925,175.86,135.49524,102.4325,100.71071,89.3475,25.411905,84.00119,67.8975,107.26125,61.245,29.07125,51.214706,96.09875,100.30875,126.23167,19.62262,50.475,248.91875,524.1575,258.83624,9.12625,217.88374,49.72875,160.25626,20.1825,6.8075,85.77917,31.77125,97.57625,66.76625,296.235,42.98375,46.3725,16.45625,76.09,81.59375,88.7475,25.57875,65.32024,Abnormal
1016.7187,694.945,1404.9738,3530.3674,1491.7075,1138.7775,796.2275,700.8187,1154.0288,1403.1925,2878.9487,1426.4875,1922.1,987.35376,1062.3131,1730.72,1397.6176,1015.4,6225.4214,1384.7214,822.37976,1107.055,1006.6595,1530.0369,586.12,479.94626,460.80374,853.065,774.7225,567.08,1100.2338,650.30963,530.01807,603.1583,652.84875,905.035,785.225,923.5225,510.5175,641.23126,645.41376,1453.655,543.065,1347.4725,1969.3337,804.225,391.7475,771.64526,593.98126,546.62,32.0475,37.7025,34.25625,82.13,22.56375,64.5375,43.24881,77.725,36.30875,47.890476,86.20125,68.49125,72.708336,69.0925,63.625,46.42125,67.17143,143.75714,52.5125,34.07,40.076668,177.86874,63.557354,152.08624,83.91875,41.645,77.188095,34.727383,191.33,251.5525,136.5075,83.45,101.925,52.78875,85.52875,71.20875,194.53,85.47083,215.03125,55.39125,47.98625,78.50625,140.41125,35.8,110.12375,30.37,111.975,57.6225,62.23125,66.35953,Normal
659.8212,5247.2524,1713.0138,4194.4136,3249.5413,3095.655,2149.2,1682.7913,2475.1426,1096.4976,953.7075,2277.0667,4049.625,1819.3162,2822.7583,1440.4562,2114.0825,1188.2688,2539.9688,2107.5464,1534.994,1988.0625,1842.7012,1222.0905,633.7475,338.65125,1629.555,1204.295,1378.2913,991.1075,2144.1125,880.3461,2231.4556,2041.8274,1140.4238,1632.0487,1127.0338,4029.865,1241.6738,523.6163,1977.3038,1016.7225,805.5875,1675.1675,2693.865,1097.8972,1777.085,454.82858,4674.69,1565.42,163.3425,66.38,29.89625,264.67126,37.655,49.24125,41.45714,160.15,49.4775,42.24643,185.31375,167.8875,78.63452,241.05125,169.42976,36.36125,45.903572,113.68333,49.92875,47.05875,25.31,234.095,154.22942,132.49374,129.34,40.861668,89.044044,112.83333,270.01376,1302.335,80.68625,163.76,121.94875,133.69125,151.17,190.575,182.92375,149.32083,259.11124,26.18875,72.16125,290.09875,88.6225,86.01,314.49875,352.61124,223.40125,20.32,133.5025,93.69643,Abnormal
1996.0862,3296.2837,1441.4688,2178.1575,1040.3289,3979.335,1043.195,1041.2238,925.96375,2777.7688,5364.6826,848.99585,2128.3425,978.41125,1378.1226,2521.8462,2328.871,1119.2524,9159.355,2522.9785,1514.9572,705.49,540.94403,1838.4489,1416.6875,907.245,740.6188,692.125,826.4425,787.46375,1260.4425,1128.9865,875.14307,1472.7393,609.51,1075.41,972.8812,1325.9261,668.0725,1500.1125,457.4475,1995.31,4120.3936,772.295,1274.6525,768.96387,593.88873,1899.4298,2352.475,1687.405,150.43875,77.905,117.29875,11.8775,57.535,110.385,101.05595,90.01,52.495,81.80476,165.49625,68.7175,131.125,154.20125,78.47381,89.7,168.47025,109.71786,73.49125,57.36875,65.043335,93.115,58.932354,95.81625,65.5275,102.54167,55.42381,56.517857,256.9725,329.50125,153.50375,58.6125,245.73375,159.56625,46.11375,59.31,122.12625,104.66667,124.30375,68.3825,102.68125,63.50375,140.15625,66.59,93.8475,133.7275,81.2275,85.72875,54.3025,61.772617,Normal
1039.8513,731.1425,1038.5525,2790.4575,1298.53,890.1125,933.1025,743.94,983.88873,765.61127,1459.28,637.9042,792.45624,806.085,339.67142,773.6838,891.3225,512.66626,2227.9211,680.8929,321.91428,490.75,675.99524,457.90594,547.9363,611.84125,711.965,532.9975,812.82874,459.8225,611.29626,485.07114,560.1125,321.08572,404.7775,1041.7662,556.3088,1009.07,367.1175,847.82874,608.2612,418.6975,417.7275,511.125,955.4363,658.39166,787.09,582.3179,728.6863,381.74832,21.175,58.055,82.2475,74.195,26.01125,46.3825,27.444048,94.66875,25.0825,50.32143,238.8,79.52,121.74524,76.44875,126.27381,71.5375,57.74405,68.78333,60.76,119.64,31.688334,57.99375,113.24706,15.57375,52.6375,77.58,68.040474,62.852383,87.80125,36.37,37.45875,77.44625,120.74,53.7325,53.8425,40.96125,113.3775,62.591667,93.69,28.6825,43.40125,95.07625,34.535,48.775,50.69375,51.965,49.57,42.2025,79.45375,52.07857,Normal
854.96875,793.89874,1091.6364,2732.4138,816.205,1024.5288,834.72125,539.5175,637.355,484.1025,1877.9725,1787.0375,381.9875,626.49,371.29285,717.4462,713.9875,413.095,4704.2637,540.25,487.70953,259.1775,541.3893,383.5595,455.17374,581.66,509.49875,500.58875,609.8862,536.9375,415.38876,400.4577,532.06665,353.25714,482.1825,754.62,500.45374,554.47375,587.77374,728.4938,288.175,455.055,1529.275,462.01874,1068.5862,428.875,292.9625,756.35474,529.40375,687.5283,29.91375,32.65125,70.54375,19.80625,27.78,43.685,48.969048,37.55625,7.8075,38.813095,116.525,67.2325,74.00357,69.3125,51.57619,58.82875,39.188095,91.86072,53.3975,41.68875,27.535,48.40125,36.05,107.50875,7.00125,102.52,40.040478,47.20238,147.34125,18.1075,15.68375,42.21,55.705,56.42125,22.14,10.5,76.44375,25.495832,101.16875,37.20375,42.465,55.79,73.91625,39.4025,60.34125,23.18875,24.1125,58.435,79.165,47.42381,Abnormal
